TICKER,YEAR,QUARTER,AVG_QUARTER_OPEN,AVG_QUARTER_CLOSE
06N,2008,2,26.493316624895574,26.40419609630136
06N,2008,3,30.25337944664032,30.304723320158104
06N,2008,4,16.127139588100686,16.187913806254766
06N,2009,1,14.678181818181818,14.569242424242425
06N,2009,2,14.429920634920634,14.35952380952381
06N,2009,3,15.08748353096179,15.075691699604745
06N,2009,4,12.243535353535352,12.203383838383838
06N,2010,1,11.009347826086957,11.014202898550726
06N,2010,2,9.834444444444445,9.808571428571428
06N,2010,3,8.601515151515152,8.65151515151515
06N,2010,4,8.227640692640692,8.238138528138528
06N,2011,1,7.540072463768116,7.549130434782609
06N,2011,2,6.175020885547202,6.206850459482038
06N,2011,3,3.0891774891774895,3.0624819624819626
06N,2011,4,3.315873015873016,3.3477777777777775
06N,2012,1,3.931096681096681,3.9248196248196248
06N,2012,2,3.325121136173768,3.324515455304929
06N,2012,3,2.7410606060606058,2.7662121212121207
06N,2012,4,2.4001217878455736,2.4393537124994924
06N,2013,1,2.1834848484848486,2.2113636363636364
06N,2013,2,1.91,1.9349999999999998
06N,2013,3,1.7933057280883364,1.8302967563837127
06N,2013,4,2.089761844224087,2.1116747181964577
06N,2014,1,2.0464285714285713,2.0776190476190477
06N,2014,2,2.1539148629148634,2.1697640692640694
06N,2014,3,2.207691040843215,2.2221422924901186
06N,2014,4,2.2863310450038137,2.30952707856598
06N,2015,1,2.1145606060606057,2.122681818181818
06N,2015,2,2.0503650793650787,2.0512777777777775
06N,2015,3,1.8427994227994227,1.9295288600288603
06N,2015,4,1.8301762360446574,1.905931419457735
06N,2016,1,1.7865747702589807,1.8354385964912279
06N,2016,2,2.0207936507936504,2.0499047619047617
06N,2016,3,1.8612554112554107,1.9051154401154407
06N,2016,4,1.211641186299081,1.199455304928989
06N,2017,1,0.6399886128364389,0.6370838509316771
06N,2017,2,0.3962433862433863,0.39637566137566144
06N,2017,3,0.278989898989899,0.2780519480519481
06N,2017,4,0.2984013062960431,0.30318485607959295
06N,2018,1,0.38292857142857145,0.3833174603174603
06N,2018,2,0.29629365079365083,0.29663492063492064
06N,2018,3,0.27775853775853776,0.27973544973544967
06N,2020,2,0.3228489557226399,0.3260608187134502
06N,2020,3,1.0320868310433529,1.0354023464458246
06N,2020,4,1.6761666666666664,1.6610000000000003
06N,2021,1,2.1763539282990085,2.2010480549199083
06N,2021,2,2.725623015873016,2.725511904761905
06N,2021,3,3.5213636363636365,3.5087878787878783
06N,2021,4,3.2008730158730163,3.2013293650793653
06N,2022,1,3.030144927536232,3.052963768115942
06N,2022,2,3.504101921470342,3.4889390142021717
06N,2022,3,3.0150865800865803,3.024083694083694
06N,2022,4,3.427634920634921,3.457781746031746
06N,2023,1,3.8081994478951002,3.814534851621808
06N,2023,2,4.62818783068783,4.64287037037037
06N,2023,3,4.157568542568543,4.1479653679653685
06N,2023,4,3.8443100174679117,3.844834434571276
06N,2024,1,3.3087489177489178,3.311915584415584
06N,2024,2,3.269761904761905,3.2664377289377287
08N,1997,2,0.9776923076923077,0.9776923076923077
08N,1997,3,0.843364953886693,0.8461330698287219
08N,1997,4,0.7783526570048309,0.7768405797101451
08N,1998,1,0.6761363636363638,0.677378787878788
08N,1998,2,0.6032456140350878,0.6030964912280702
08N,1998,3,0.6087985444507183,0.6089434719869503
08N,1998,4,0.5649249639249639,0.5664199134199136
08N,1999,1,0.6752971014492753,0.679536231884058
08N,1999,2,0.5996666666666665,0.6013333333333333
08N,1999,3,0.6342424242424243,0.6365151515151517
08N,1999,4,0.6558496240601505,0.6593103592314119
08N,2000,1,0.6672463768115943,0.675024154589372
08N,2000,2,0.6568068783068783,0.6609074074074075
08N,2000,3,0.8327705627705626,0.8355699855699855
08N,2000,4,0.8518614718614717,0.8623372826004404
08N,2001,1,0.796742424242424,0.8099242424242425
08N,2001,2,0.849734753550543,0.858423558897243
08N,2001,3,0.898530303030303,0.9137272727272728
08N,2001,4,1.0178571428571428,1.0252044252044252
08N,2002,1,1.0221060606060606,1.0372272727272727
08N,2002,2,1.0742460317460318,1.0817142857142859
08N,2002,3,1.0894202898550727,1.0998205659075224
08N,2002,4,1.0668421052631578,1.078230358504958
08N,2003,1,0.9367532467532467,0.9527546897546898
08N,2003,2,0.9802698412698412,0.996031746031746
08N,2003,3,0.9885329380764164,0.9915559947299079
08N,2003,4,0.9987040427154842,1.0070682684973304
08N,2004,1,0.9768253968253968,0.9771939268461008
08N,2004,2,1.0598809523809525,1.0675952380952378
08N,2004,3,1.0325829725829727,1.0383694083694082
08N,2004,4,0.8220300207039338,0.8301870255348517
08N,2005,1,0.726484126984127,0.7410476190476191
08N,2005,2,0.7916363636363636,0.8106666666666668
08N,2005,3,0.7952453102453102,0.8138383838383838
08N,2005,4,0.8899761904761906,0.9160873015873016
08N,2006,1,1.2841001317523058,1.3144479578392618
08N,2006,2,2.4094708994708998,2.4657407407407406
08N,2006,3,2.122712842712842,2.163867243867244
08N,2006,4,2.742261714893294,2.770298093719146
08N,2007,1,5.148015151515152,5.120075757575758
08N,2007,2,6.460110275689222,6.4435292397660815
08N,2007,3,4.388,4.3827727272727275
08N,2007,4,4.226764096943125,4.24031583647952
08N,2008,1,3.323044353307511,3.330009113693325
08N,2008,2,3.0683656109971893,3.1068603326498057
08N,2008,3,2.5791054018445325,2.6018386034255596
08N,2008,4,1.651121662852784,1.6434885583524028
08N,2009,1,1.4349090909090911,1.4426363636363637
08N,2009,2,1.8301428571428573,1.8324761904761904
08N,2009,3,2.078430579082753,2.089712027103331
08N,2009,4,2.503761904761905,2.5213513708513706
08N,2010,1,2.3556956521739134,2.368688405797102
08N,2010,2,2.301555555555556,2.3141190476190476
08N,2010,3,2.2710606060606064,2.2901515151515155
08N,2010,4,2.043108225108225,2.0492864357864358
08N,2011,1,2.1713768115942025,2.1879855072463763
08N,2011,2,2.5950877192982458,2.6067752715121144
08N,2011,3,2.9749639249639244,2.9976695526695525
08N,2011,4,3.2793968253968253,3.2894365079365078
08N,2012,1,3.4651443001442996,3.4679581529581527
08N,2012,2,3.4706098579782787,3.4930873015873014
08N,2012,3,2.4139999999999997,2.419530303030303
08N,2012,4,0.7177591036414565,0.7188012016400762
08N,2013,1,0.7356818181818183,0.7403181818181818
08N,2013,2,0.731,0.7381666666666667
08N,2013,3,0.8414975845410629,0.8455969634230502
08N,2013,4,0.8401631494194423,0.839286380201712
08N,2014,1,0.8062460317460318,0.8134126984126985
08N,2014,2,0.7820158730158732,0.7894285714285715
08N,2014,3,0.7634472990777338,0.7671903820816862
08N,2014,4,0.8152250190694126,0.8180701754385963
08N,2015,1,0.8118181818181816,0.8133484848484848
08N,2015,2,1.0013571428571428,1.0073333333333332
08N,2015,3,1.2806208043164566,1.296650668172407
08N,2015,4,1.1128809523809526,1.1107539682539682
08N,2016,1,1.029021164021164,1.0306613756613754
08N,2016,2,1.1454803675856309,1.1551991088833196
08N,2016,3,1.0638809523809523,1.0636154401154403
08N,2016,4,1.0730672514619883,1.0717994987468673
08N,2017,1,1.050925810904072,1.0499351276742581
08N,2017,2,1.0153174603174604,1.017804232804233
08N,2017,3,1.0035353535353537,1.004632034632035
08N,2017,4,0.9961547808916231,0.9940320498215236
08N,2018,1,0.910936507936508,0.9117777777777779
08N,2018,2,0.8581349206349205,0.8593333333333332
08N,2018,3,0.8930606060606063,0.8938030303030304
08N,2018,4,0.8671283034953111,0.8684714407502131
08N,2019,1,0.8712169312169311,0.8743915343915343
08N,2019,2,0.838531746031746,0.8381641604010025
08N,2019,3,0.8477395881006865,0.8467469107551487
08N,2019,4,0.8322222222222221,0.8309339774557166
08N,2020,1,0.7971908103592314,0.7975629072681705
08N,2020,2,0.8122992530345471,0.809916744475568
08N,2020,3,0.9957813093339408,0.9974065846434265
08N,2020,4,0.8576851851851851,0.8564351851851851
08N,2021,1,0.9431819221967964,0.947107170099161
08N,2021,2,1.0375154553049288,1.0386996658312446
08N,2021,3,1.0374305555555554,1.037222222222222
08N,2021,4,1.0329901960784313,1.034627450980392
08N,2022,1,1.0041184210526317,1.0069322612085772
08N,2022,2,1.0128991596638655,1.0136834733893556
08N,2022,3,1.0067647058823528,1.008627450980392
08N,2022,4,1.028333333333333,1.030267973856209
08N,2023,1,1.0183508771929823,1.0185263157894735
08N,2023,2,1.0022264957264955,1.0032264957264954
08N,2023,3,1.005349902534113,1.0046842105263158
08N,2023,4,0.9804839181286549,0.9802909356725147
08N,2024,1,0.9499788359788358,0.9483571428571427
08N,2024,2,0.9661666666666666,0.9654999999999998
11B,2010,4,6.66869696969697,6.840681818181817
11B,2011,1,11.869101449275362,12.084413043478259
11B,2011,2,18.011746031746032,17.842055137844614
11B,2011,3,11.069473304473306,10.972994227994228
11B,2011,4,9.61963492063492,9.637801587301588
11B,2012,1,11.18390331890332,11.198730158730157
11B,2012,2,10.024026315789474,10.024596491228072
11B,2012,3,9.04980303030303,9.051772727272727
11B,2012,4,9.029062233589089,9.017334875979378
11B,2013,1,9.148136363636365,9.201378787878788
11B,2013,2,10.20978947368421,10.265807017543858
11B,2013,3,9.102438672438673,9.148470418470419
11B,2013,4,9.058339266039495,9.13930502584965
11B,2014,1,10.256253968253967,10.334722222222224
11B,2014,2,12.367166666666668,12.479666666666667
11B,2014,3,10.431333472019972,10.502972748075724
11B,2014,4,31.64551487414187,32.17820747520977
11B,2015,1,71.2519696969697,71.44424242424243
11B,2015,2,64.59587301587301,64.53332539682539
11B,2015,3,69.73748196248197,69.67243647656692
11B,2015,4,68.56334848484848,68.635
11B,2016,1,76.55957393483709,76.62743525480369
11B,2016,2,71.71847186147187,71.85857503607504
11B,2016,3,100.73789321789322,101.37577922077924
11B,2016,4,128.70543650793653,128.67503968253968
11B,2017,1,166.79982056590754,166.4476414768806
11B,2017,2,188.25198412698413,188.00978835978836
11B,2017,3,189.12608225108227,188.91969696969701
11B,2017,4,179.2268151439204,178.8788676236044
11B,2018,1,209.0381746031746,208.73531746031745
11B,2018,2,389.3595238095238,391.64682539682536
11B,2018,3,410.1818181818182,408.03636363636366
11B,2018,4,280.7473145780051,278.9721653878943
11B,2019,1,278.91244588744587,280.2749278499278
11B,2019,2,390.6922096908939,390.14855889724316
11B,2019,3,401.5955831608006,401.50172532781227
11B,2019,4,365.4340410204254,364.94372404441054
11B,2020,1,410.77038239538234,410.8731962481963
11B,2020,2,455.7047619047619,454.39880952380946
11B,2020,3,504.78739255913166,503.52600539557056
11B,2020,4,477.20378787878786,476.4257575757576
11B,2021,1,519.1997330282228,520.4854118993135
11B,2021,2,513.7689682539682,512.4542063492063
11B,2021,3,464.5030303030303,461.7318181818182
11B,2021,4,470.23174603174607,473.02246031746034
11B,2022,1,543.2036231884058,544.7003623188406
11B,2022,2,520.7944862155388,519.3308270676692
11B,2022,3,503.1825396825397,503.687950937951
11B,2022,4,538.5619047619048,539.1015873015872
11B,2023,1,616.7712560386474,618.455624568668
11B,2023,2,651.9629629629629,651.4021164021165
11B,2023,3,700.5894660894661,699.6154401154403
11B,2023,4,609.72548796233,606.7319814688236
11B,2024,1,563.9139249639248,561.6924242424243
11B,2024,2,557.8369963369963,558.7271062271063
1AT,2015,2,11.757933333333332,11.770558333333332
1AT,2015,3,11.86445927536232,11.917262971014493
1AT,2015,4,11.904681555023922,11.937222719298246
1AT,2016,1,11.331483375104428,11.265812698412697
1AT,2016,2,13.207027121212121,13.226261637806637
1AT,2016,3,14.14973318903319,14.124523015873017
1AT,2016,4,15.95485484126984,15.921863730158728
1AT,2017,1,17.217251335403727,17.212048133195307
1AT,2017,2,21.66116375661376,21.65921666666667
1AT,2017,3,23.43764805194805,23.514996103896106
1AT,2017,4,24.827315899597476,24.80798608642819
1AT,2018,1,25.230343888888893,25.12863896825397
1AT,2018,2,25.353797301587303,25.30908253968254
1AT,2018,3,21.71566863636364,21.4328246969697
1AT,2018,4,19.727689799658997,19.615849531116798
1AT,2019,1,22.747352914862915,22.77297859307359
1AT,2019,2,26.11028900584795,26.0371617710944
1AT,2019,3,26.42740931677019,26.364229192546585
1AT,2019,4,26.331638109161798,26.278101593355363
1AT,2020,1,27.09087163780664,27.078583470418476
1AT,2020,2,21.382136507936508,21.29051738095238
1AT,2020,3,24.507021202710334,24.553848353096182
1AT,2020,4,22.962981060606058,22.896386969696966
1AT,2021,1,29.12385519832189,29.126519309687264
1AT,2021,2,35.55973531746032,35.60200880952382
1AT,2021,3,38.80571212121211,38.834771212121204
1AT,2021,4,35.821943095238105,35.682073412698415
1AT,2022,1,32.92540282608696,32.80263072463768
1AT,2022,2,31.911703926482875,31.705142857142857
1AT,2022,3,27.828606060606063,27.561452597402603
1AT,2022,4,27.43119603174603,27.33474119047619
1AT,2023,1,33.84998626639062,33.97897388543823
1AT,2023,2,43.70289232804233,43.699300529100526
1AT,2023,3,58.432611832611826,58.621500721500716
1AT,2023,4,58.952115136325666,58.72530568846358
1AT,2024,1,58.01750360750361,58.03858585858586
1AT,2024,2,61.49688644688645,61.530586080586076
1ATA,2023,3,56.0,56.0
3RG,2012,1,12.245384615384618,12.217692307692309
3RG,2012,2,9.341125313283209,9.315474101921472
3RG,2012,3,8.054191070367539,8.048891435362023
3RG,2012,4,7.391430905695612,7.379863211951449
3RG,2013,1,6.034857256778309,6.025489633173844
3RG,2013,2,4.834166666666667,4.817833333333334
3RG,2013,3,3.2422222222222223,3.2095238095238092
3RG,2013,4,2.3117183659632174,2.280707687092127
3RG,2014,1,1.540174603174603,1.5326031746031745
3RG,2014,2,1.3150238095238096,1.308484126984127
3RG,2014,3,1.1393253968253967,1.1341810966810966
3RG,2014,4,1.2350953470633108,1.229588100686499
3RG,2015,1,1.237439393939394,1.233151515151515
3RG,2015,2,0.9449074074074072,0.9355105820105821
3RG,2015,3,0.7924361001317523,0.7879967061923584
3RG,2015,4,1.1136363636363635,1.1199848484848485
3RG,2016,1,1.8261654135338343,1.8289223057644108
3RG,2016,2,3.059660173160174,3.0810533910533913
3RG,2016,3,3.384047619047619,3.3853607503607503
3RG,2016,4,3.1837539682539684,3.1638730158730155
3RG,2017,1,2.301878536922015,2.267869565217391
3RG,2017,2,1.4767195767195769,1.4528306878306878
3RG,2017,3,1.0714430014430014,1.057012987012987
3RG,2017,4,0.7641885015569225,0.7469096984886457
3RG,2018,1,0.514531746031746,0.5090396825396826
3RG,2018,2,0.3692222222222223,0.3726031746031746
3RG,2018,3,0.4573192596876807,0.4623472141893194
3RG,2018,4,0.43089423648247177,0.43247920380273325
3RG,2019,1,0.406704329004329,0.4085008658008658
3RG,2019,2,0.37152063492063486,0.37167936507936505
3RG,2019,3,0.3296666666666667,0.33158333333333334
3RG,2020,2,0.3552333333333333,0.3580095238095238
3RG,2020,3,0.5745633352155092,0.5712375933245499
3RG,2020,4,1.096651515151515,1.082166666666667
3RG,2021,1,1.000567384370016,1.000078548644338
3RG,2021,2,0.8097619047619048,0.8022809523809523
3RG,2021,3,0.8478643578643578,0.8542049062049061
3RG,2021,4,0.775598329156224,0.7801673350041772
3RG,2022,1,0.6706913043478261,0.6678449275362319
3RG,2022,2,0.4549131578947369,0.4587192982456141
3RG,2022,3,0.4681132756132756,0.4657301587301587
3RG,2022,4,0.4195896825396826,0.4193246031746032
3RG,2023,1,0.42099585921325056,0.420213630089717
3RG,2023,2,0.48578306878306865,0.48510052910052903
3RG,2023,3,0.4604473304473305,0.4588556998556999
3RG,2023,4,0.4209123946229209,0.4220537707906129
3RG,2024,1,0.3289846320346321,0.3268797258297259
3RG,2024,2,0.2692967032967033,0.2686117216117216
AAT,1999,1,2.109661050724638,2.109661050724638
AAT,1999,2,2.012701666666667,2.012701666666667
AAT,1999,3,2.1429515151515157,2.1429515151515157
AAT,1999,4,2.013377786131997,2.013377786131997
AAT,2000,1,1.7919599723947552,1.7919599723947552
AAT,2000,2,1.4083987566137566,1.4083987566137566
AAT,2000,3,1.182890404040404,1.182890404040404
AAT,2000,4,0.9182993538324421,0.9182993538324421
AAT,2001,1,0.4831345151515152,0.4831345151515152
AAT,2001,2,0.4555585789473684,0.45764885964912283
AAT,2001,3,0.3355854592363261,0.3365602038183695
AAT,2001,4,0.3405714583333334,0.3435158333333333
AAT,2002,1,0.27111807602339183,0.2693931559454191
AAT,2002,2,0.22336259706959707,0.22358163736263736
AAT,2002,3,0.2996746296296296,0.30955708333333326
AAT,2002,4,0.2909833333333333,0.29524465277777784
AAT,2003,1,0.3650803044871795,0.3655202243589743
AAT,2003,2,0.3505512133699635,0.3466136126373627
AAT,2003,3,0.36851605555555556,0.3644854722222222
AAT,2003,4,0.40504421296296295,0.4067940277777778
AAT,2004,1,0.7424225101214575,0.7513323796671166
AAT,2004,2,2.246749423804609,2.2708901960784313
AAT,2004,3,2.0608175396825392,2.0768946031746034
AAT,2004,4,2.538377955182073,2.545131493930906
AAT,2005,1,3.780257834757835,3.813242490842491
AAT,2005,2,3.626730303030303,3.669958585858586
AAT,2005,3,3.509186666666667,3.5136000000000003
AAT,2005,4,6.5235867460317465,6.565765634920635
AAT,2006,1,8.902356370223979,8.84685280632411
AAT,2006,2,7.571558994708995,7.505685978835977
AAT,2006,3,6.742186796536797,6.762778715728715
AAT,2006,4,8.387070710868079,8.407739450899976
AAT,2007,1,21.24955151515152,21.66333181818182
AAT,2007,2,35.65816086048454,35.057410150375944
AAT,2007,3,24.54614393939394,24.466703030303034
AAT,2007,4,18.211418909592823,18.049189055332278
AAT,2008,1,12.44861175666439,12.439780322017166
AAT,2008,2,12.1192548796233,12.162454241664767
AAT,2008,3,8.707917773386034,8.639441139657444
AAT,2008,4,5.561328924485127,5.603812871853546
AAT,2009,1,4.518503484848484,4.502853787878789
AAT,2009,2,4.890976031746031,4.889306984126983
AAT,2009,3,6.140029917184265,6.180658855637117
AAT,2009,4,6.908394776334776,6.956293744588745
AAT,2010,1,6.414728043478262,6.420695362318841
AAT,2010,2,6.277967142857142,6.281860634920636
AAT,2010,3,6.6976227272727265,6.71221515151515
AAT,2010,4,6.045584047619048,6.034106847041847
AAT,2011,1,5.580464782608696,5.57447152173913
AAT,2011,2,6.163970091896407,6.155876441102756
AAT,2011,3,4.532419264069264,4.5372736652236645
AAT,2011,4,3.7072103174603175,3.7116365873015873
AAT,2012,1,3.881593001443001,3.9098703463203464
AAT,2012,2,3.141378107769423,3.1449698454469512
AAT,2012,3,2.1177462698412697,2.120779126984127
AAT,2012,4,2.104010313216196,2.103164710126475
AAT,2013,1,2.067382424242424,2.066443484848484
AAT,2013,2,1.8935933333333328,1.89789
AAT,2013,3,2.889366873706004,2.9150324361628708
AAT,2013,4,3.6952390395179866,3.702960411128832
AAT,2014,1,3.63888462823726,3.6339288220551373
AAT,2014,2,2.799484047619048,2.7985479365079367
AAT,2014,3,2.497438366271409,2.499652588932806
AAT,2014,4,1.8462123604465714,1.8440556618819777
AAT,2015,1,1.9208538596491225,1.9292927033492824
AAT,2015,2,1.7815701754385962,1.7771006140350876
AAT,2015,3,1.7609107503607504,1.760022655122655
AAT,2015,4,2.1600354545454548,2.179358787878788
AAT,2016,1,2.7576993316624896,2.7671346700083546
AAT,2016,2,3.36203507936508,3.3494634920634923
AAT,2016,3,3.016130230880231,3.0125293650793648
AAT,2016,4,2.7870094444444447,2.788383492063492
AAT,2017,1,2.920057291235335,2.919661142167012
AAT,2017,2,3.707986772486772,3.71653492063492
AAT,2017,3,3.0847041125541135,3.0680566378066385
AAT,2017,4,2.728690793650794,2.7017007685881365
AAT,2018,1,2.7331831746031745,2.704072539682539
AAT,2018,2,2.694364126984127,2.687959365079365
AAT,2018,3,3.11707,3.114776212121212
AAT,2018,4,1.9479603580562657,1.9338404177323103
AAT,2019,1,2.2718527318295743,2.277880367585631
AAT,2019,2,2.3938540831244777,2.404879495614035
AAT,2019,3,2.3019699516908214,2.2898187370600414
AAT,2019,4,2.0009787524366467,2.0035719298245613
AAT,2020,1,1.5745386291486294,1.5685139826839827
AAT,2020,2,1.1598322222222222,1.1444694736842105
AAT,2020,3,1.1402673128803562,1.136580274797666
AAT,2020,4,1.0855706759545922,1.1053251186790505
AAT,2021,1,1.2815100381388251,1.2950298703279939
AAT,2021,2,2.012054365079365,2.037119285714286
AAT,2021,3,2.842692424242424,2.8486939393939394
AAT,2021,4,2.4808888888888894,2.4969365079365082
AAT,2022,1,2.3049960127591707,2.3352169059011163
AAT,2022,2,1.962505446623094,1.9768948801742923
AAT,2022,3,1.5846957671957673,1.605701058201058
AAT,2022,4,1.4071203703703705,1.4457129629629628
AAT,2023,1,1.7244671504965623,1.7546063576945932
AAT,2023,2,1.743875128998968,1.7543962848297212
AAT,2023,3,1.681388888888889,1.6930079365079367
AAT,2023,4,1.6032920536635709,1.6260371517027865
AAT,2024,1,1.7463703703703706,1.7642116402116403
AAT,2024,2,1.9687955465587046,1.9861842105263157
ABE,2006,3,10.054689999999999,10.137989999999999
ABE,2006,4,12.225739739500264,12.261314027492972
ABE,2007,1,16.49208909090909,16.600066969696968
ABE,2007,2,20.755430405179613,20.726971336675017
ABE,2007,3,19.373311666666666,19.370919090909094
ABE,2007,4,21.76257993748224,21.8966373036171
ABE,2008,1,19.17620914141414,19.2122796969697
ABE,2008,2,16.90264346872082,16.924675121381885
ABE,2008,3,10.581661582491583,10.595847469431153
ABE,2008,4,5.882795430756843,5.7533301851851855
ABE,2009,1,3.0620671363636363,3.040868303030303
ABE,2009,2,5.94623,5.9492705
ABE,2009,3,9.616215862977604,9.656161987263944
ABE,2009,4,10.569553136363636,10.600721045454543
ABE,2010,1,13.879596376811593,13.939175289855072
ABE,2010,2,14.80885880952381,14.79772753968254
ABE,2010,3,16.101063636363634,16.160046969696968
ABE,2010,4,20.441718088023087,20.50320645743146
ABE,2011,1,22.18592717391304,22.23650072463768
ABE,2011,2,21.76641687552214,21.94241136173768
ABE,2011,3,18.862747691197693,19.070715223665225
ABE,2011,4,16.57772888888889,16.666096904761904
ABE,2012,1,19.036339682539687,19.06741428571429
ABE,2012,2,17.571518716577543,17.655715864527632
ABE,2012,3,16.51037393939394,16.500359225589225
ABE,2012,4,17.105910317460317,17.122710846560846
ABE,2013,1,18.89188039473684,18.97698710526316
ABE,2013,2,17.347115892672857,17.335199587203302
ABE,2013,3,20.08143753968254,20.137542063492063
ABE,2013,4,26.834255216543777,26.801831540808546
ABE,2014,1,27.947825396825394,27.922824206349205
ABE,2014,2,26.078162142857142,26.049391587301585
ABE,2014,3,25.1987459486166,25.16356677206851
ABE,2014,4,27.667210144927534,27.596526086956526
ABE,2015,1,33.63271924242424,33.71588878787879
ABE,2015,2,37.64652920634921,37.64574404761905
ABE,2015,3,34.67305755693581,34.59858364389233
ABE,2015,4,30.81578818181818,30.9001396969697
ABE,2016,1,30.277092731829573,30.262181537176275
ABE,2016,2,29.938146673881675,29.812274422799423
ABE,2016,3,27.49189264069264,27.627728571428566
ABE,2016,4,31.536193650793653,31.545235079365085
ABE,2017,1,33.634483654244306,33.648604930986885
ABE,2017,2,33.3736917989418,33.32911851851852
ABE,2017,3,30.02473167388168,29.920550144300147
ABE,2017,4,26.038185923141185,26.100417813473072
ABE,2018,1,26.88432738095238,26.845347222222216
ABE,2018,2,21.28652111111111,21.209074444444443
ABE,2018,3,17.90078606060606,17.883866515151514
ABE,2018,4,16.752955401069517,16.67490995543672
ABE,2019,1,17.8750408946609,17.918690750360753
ABE,2019,2,16.08148731829574,16.042403688387637
ABE,2019,3,17.138455900621114,17.144440441683916
ABE,2019,4,20.367671510297484,20.41732992202729
ABE,2020,1,20.051951103896105,19.954486197691192
ABE,2020,2,20.719309999999997,20.838358015873016
ABE,2020,3,27.555681488801056,27.476560957400086
ABE,2020,4,27.426548787878783,27.40110424242424
ABE,2021,1,34.14102703661327,34.27859468726163
ABE,2021,2,51.78335976190476,51.62552158730159
ABE,2021,3,56.0871696969697,56.01655151515151
ABE,2021,4,50.62626261904762,50.604554206349206
ABE,2022,1,45.82754166666667,45.79266688405798
ABE,2022,2,44.69705129490393,44.71309131161235
ABE,2022,3,37.367294300144295,37.202090331890325
ABE,2022,4,42.63355682539682,42.73464158730159
ABE,2023,1,50.092393029675634,50.10107175983436
ABE,2023,2,50.194837301587306,50.271696031746025
ABE,2023,3,61.02938585858586,60.89686428571429
ABE,2023,4,62.838613093339404,63.06988561935142
ABE,2024,1,74.82129668831168,75.02087735209236
ABE,2024,2,93.05146520146519,93.53608058608057
ABS,2007,4,4.858046083333335,4.892652958333334
ABS,2008,1,5.193813125000001,5.21235851851852
ABS,2008,2,5.112277078096195,5.1382835897435895
ABS,2008,3,4.599453685185185,4.619911074074074
ABS,2008,4,3.4542498518518516,3.4538531346801356
ABS,2009,1,2.5025390677830948,2.519518811004785
ABS,2009,2,2.731556246031746,2.731627492063492
ABS,2009,3,2.972246932994542,2.990853924022837
ABS,2009,4,3.504817054154995,3.503505172735761
ABS,2010,1,3.95638440285205,3.980592771836007
ABS,2010,2,4.234473587301587,4.238235682539683
ABS,2010,3,4.579803585858586,4.59343404040404
ABS,2010,4,5.245376150793651,5.242411682539682
ABS,2011,1,5.8025903478260865,5.788471340579711
ABS,2011,2,6.07887216374269,6.088409147869673
ABS,2011,3,5.081301029341029,5.047145738335739
ABS,2011,4,4.944428906432748,4.946152365914787
ABS,2012,1,5.113907936507936,5.123980634920636
ABS,2012,2,5.209407036340852,5.222514748955722
ABS,2012,3,4.880409878066378,4.893893127705629
ABS,2012,4,5.3079434094202895,5.351364795289856
ABS,2013,1,6.020319563492063,6.062563746031745
ABS,2013,2,6.546634078947368,6.587978175438596
ABS,2013,3,6.814582139406487,6.859321752933057
ABS,2013,4,7.68893663996949,7.698071668785491
